"month_score","d13C","d13C.lower","d13C.upper","d18O","d18O.lower","d18O.upper","D47","D47.lower","D47.upper","temp","temp.lower","temp.upper","d18Ow","d18Ow.lower","d18Ow.upper",".width",".point",".interval","Specimen","Species","N","method","month"
12,2.214867262,2.140491547,2.242325593,0.978225933,0.972861283,1.064157241,0.643989858,0.62982891,0.6538969095,11.0584195793489,8.12380344234748,15.3661721099496,-0.984534383423003,-1.64894771015768,0.0010702244149892,0.68,"median","qi","SG116","Glycymeris radiolyrata",18,"strict","December"
1,2.184224662,2.120773013,2.210388806,1.256159769,1.057155017,1.5797709385,0.6180398155,0.578642478,0.636438095,18.8585427164444,14.077291508841,32.7572182533444,1.10183864876399,0.0176935213294323,4.4718229038342,0.68,"median","qi","SG116","Glycymeris radiolyrata",6,"strict","January"
2,2.174120968,2.103617965,2.239830754,0.788647142,0.688931369,1.075864238,0.663007542,0.638380135,0.675198296,5.81189697313928,2.43067544798781,12.6296085027382,-2.29953709129869,-3.12682509921866,-0.914177196610022,0.68,"median","qi","SG116","Glycymeris radiolyrata",10,"strict","February"
3,2.211012178,2.153191311,2.234156059,1.044355754,0.967412143,1.136150708,0.632965734,0.624323654,0.653251632,14.1960667538603,8.58274894601616,16.9865626954777,-0.243859530060731,-1.40728927118703,0.414186603985546,0.68,"median","qi","SG116","Glycymeris radiolyrata",17,"strict","March"
4,2.059270162,2.050382803,2.1099691,1.199832651,1.122751414,1.279329866,0.606406437,0.5917576485,0.6385144895,22.2987734994583,12.4990568902987,27.5197691284659,1.81103746330779,-0.467348695967263,3.02784526434349,0.68,"median","qi","SG116","Glycymeris radiolyrata",18,"strict","April"
5,2.1394523555,2.051929598,2.2174765255,1.5278813605,1.303518542,1.8192211465,0.634550719,0.630285689,0.652921139,13.7374839927536,8.07178348372975,15.437179465186,0.135955513205831,-1.24709351073023,0.821922776451688,0.68,"median","qi","SG116","Glycymeris radiolyrata",12,"strict","May"
6,2.1863342015,2.147958357,2.233989249,1.917482121,1.792167973,1.974726449,0.618148021,0.610281629,0.6426406865,18.6265786344903,11.181094254388,21.6669267727371,1.61475211953692,-0.0625907877794556,2.32130298430371,0.68,"median","qi","SG116","Glycymeris radiolyrata",11,"strict","June"
7,2.036541505,1.954554074,2.063586849,2.075304769,1.584250894,2.132245774,0.625594962,0.6198715085,0.6492555345,16.3650508387923,9.59595864508085,18.0317950581303,0.929571467248826,-0.617816845261906,1.52677348205716,0.68,"median","qi","SG116","Glycymeris radiolyrata",9,"strict","July"
8,1.893977239,1.854950266,1.974798922,2.266649587,2.156054081,2.547978056,0.563911111,0.560739144,0.567083078,37.3590310973572,34.6605056548472,40.4924095593924,6.34376473802679,5.66676658891669,7.26818601811798,0.95,"median","qi","SG116","Glycymeris radiolyrata",2,"strict","August"
9,2.031743403,1.955459233,2.062426956,1.694055695,1.155797851,2.06408759,0.6448287825,0.602846869,0.671431607,10.7976559252645,3.42921182925136,23.717010619061,-0.350182076718801,-2.17793153369109,2.60207532159287,0.95,"median","qi","SG116","Glycymeris radiolyrata",8,"strict","September"
10,2.092702684,1.885137331,2.149024612,1.572053126,1.220349046,1.990744926,0.628328837,0.6048542365,0.660135029,15.4822612383031,6.17451706583489,23.4236622982697,0.599321596401226,-1.56257651411181,2.51016570782285,0.95,"median","qi","SG116","Glycymeris radiolyrata",12,"strict","October"
11,2.062169841,2.03251627,2.129987326,1.364755479,0.943625513,1.419993595,0.587538316,0.570833953,0.639620028,28.675236893881,12.2688170521019,35.1861014226884,3.36021611135569,-0.415199278871686,4.90206141302173,0.95,"median","qi","SG116","Glycymeris radiolyrata",8,"strict","November"
12,2.214867262,2.101946355,2.280308869,0.978225933,0.911387966,1.127988132,0.643989858,0.612997087,0.660892935,11.0584195793489,5.7243472974906,20.6913345620918,-0.984534383423003,-2.21899278377502,1.20778556029905,0.95,"median","qi","SG116","Glycymeris radiolyrata",18,"strict","December"
1,2.184224662,2.061144636,2.23435041,1.256159769,1.001947286,1.7135298,0.6180398155,0.540918606,0.6554133425,18.8585427164444,7.79421917992555,47.9179971612891,1.10183864876399,-1.7064396809195,8.00651664682816,0.95,"median","qi","SG116","Glycymeris radiolyrata",6,"strict","January"
2,2.174120968,1.974655995,2.249501301,0.788647142,0.580189948,1.224436736,0.663007542,0.630884694,0.68320259,5.81189697313928,-0.0478061336698969,15.2763640022401,-2.29953709129869,-3.75328463035236,-0.0496161235965098,0.95,"median","qi","SG116","Glycymeris radiolyrata",10,"strict","February"
3,2.211012178,2.109917873,2.24162411,1.044355754,0.926921015,1.284832478,0.632965734,0.595792909,0.659805246,14.1960667538603,6.85072568248459,25.6615434977405,-0.243859530060731,-1.84755954073549,2.36776159406267,0.95,"median","qi","SG116","Glycymeris radiolyrata",17,"strict","March"
4,2.059270162,2.002298402,2.27267141,1.199832651,1.111046183,1.471124489,0.606406437,0.585260692,0.65583462,22.2987734994583,7.44740718429478,30.3091339176615,1.81103746330779,-1.61113973521245,3.68784206957733,0.95,"median","qi","SG116","Glycymeris radiolyrata",18,"strict","April"
5,2.1394523555,1.985732669,2.2589542845,1.5278813605,1.242215931,1.976627127,0.634550719,0.5769688405,0.683622783,13.7374839927536,0.135640083101294,33.1332067262115,0.135955513205831,-3.07682195416751,4.60999926891688,0.95,"median","qi","SG116","Glycymeris radiolyrata",12,"strict","May"
6,2.1863342015,2.088820231,2.2967881795,1.917482121,1.587708041,1.978247326,0.618148021,0.59576424,0.669679868,18.6265786344903,4.06154200808446,26.1320265461799,1.61475211953692,-1.68420951826993,3.39616032730839,0.95,"median","qi","SG116","Glycymeris radiolyrata",11,"strict","June"
7,2.036541505,1.949563581,2.196805375,2.075304769,1.580538485,2.166954763,0.625594962,0.605482325,0.6706811525,16.3650508387923,3.31057370016363,21.9227901338014,0.929571467248826,-1.97876977937017,2.21249998368133,0.95,"median","qi","SG116","Glycymeris radiolyrata",9,"strict","July"
1,0.559542561,0.283378576,0.583657857,1.636913643,1.598092983,1.642853906,0.6529313715,0.6315140505,0.676850476,8.49845054358175,3.04322708370335,14.4897629378856,-0.914368582075185,-2.18562416810202,0.476336322183742,0.68,"median","qi","SG126","Angulus benedeni",6,"strict","January"
2,0.478511848,0.473335714,0.984449479,1.532215568,1.344638303,1.833002389,0.727378464,0.713836844,0.729143018,-9.82992684108581,-11.4495221864647,-6.7321202974778,-5.23101267704018,-5.68397166986278,-4.4259721465988,0.68,"median","qi","SG126","Angulus benedeni",5,"strict","February"
3,-0.335199208,-0.335199208,-0.335199208,1.341919713,1.341919713,1.341919713,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,"median","qi","SG126","Angulus benedeni",0,"strict","March"
4,1.055225609,0.974949925,1.071570032,1.578803512,1.576926491,1.612133713,0.6606825525,0.625477077,0.671161949,6.42796428366191,3.65216553923791,16.2755104835425,-1.4789355181026,-2.09990112065328,0.798325414364915,0.68,"median","qi","SG126","Angulus benedeni",8,"strict","April"
5,0.486445151,-0.038999447,0.897931476,1.0088110535,0.888348874,1.119822407,0.657131922,0.645507227,0.660149777,7.45283744881337,5.9768506083088,11.2767833548473,-1.84245821358758,-2.26909660068979,-0.477874170730801,0.68,"median","qi","SG126","Angulus benedeni",7,"strict","May"
6,0.365872359,0.300929044,0.559561595,1.192901105,1.060746106,1.215550584,0.655346989,0.64257225,0.672490761,7.80970098201203,3.30571139908096,11.3417079114027,-1.55417240144884,-2.72411301863572,-0.717696441022423,0.68,"median","qi","SG126","Angulus benedeni",3,"strict","June"
7,0.872085819,0.645059834,1.1022365635,0.836652605,0.787043982,0.8870672345,0.64938644,0.638472649,0.6556365685,9.54302751500828,8.05831874939791,12.2547647787754,-1.51455600463289,-1.85321971881402,-0.905070154615632,0.68,"median","qi","SG126","Angulus benedeni",4,"strict","July"
8,0.662922084,0.564282074,0.6810039845,0.9436112755,0.7527374705,0.955812751,0.594784992,0.5280124715,0.648409324,26.4956645381993,10.01343467904,49.2288598636233,2.45073041702857,-1.29673006618016,7.67367653552075,0.68,"median","qi","SG126","Angulus benedeni",4,"strict","August"
9,0.124663823,0.120543799,0.126102919,1.917184761,1.836543521,1.920103496,0.682959393,0.673992242,0.685565518,0.526582783193447,-0.77763027857606,3.15185976652938,-2.54262762994409,-2.8648889912496,-1.91682095416286,0.68,"median","qi","SG126","Angulus benedeni",7,"strict","September"
10,0.665276903,0.630696369,0.80785701,1.584076226,1.407183429,1.673176773,0.667938336,0.647560406,0.686506602,4.41091153357848,-0.727628442016621,10.3216369538519,-1.96236450431884,-3.14636740162636,-0.621286437413331,0.68,"median","qi","SG126","Angulus benedeni",14,"strict","October"
11,1.153484377,0.9699248405,1.1602215715,1.507125848,1.247085696,2.0584538175,0.6015767525,0.599623431,0.603530074,24.106015993079,23.3059916544808,24.9370621271417,2.52889886220487,2.12733298822416,3.19281303581718,0.68,"median","qi","SG126","Angulus benedeni",2,"strict","November"
12,0.876833464,0.85075989,1.048169509,2.380915678,2.374660094,2.798595742,0.649349353,0.637840721,0.657429803,9.49671337015519,6.90607012039322,13.0504245417698,0.307437862767016,-0.498080263127032,0.838564444467649,0.68,"median","qi","SG126","Angulus benedeni",7,"strict","December"
1,0.559542561,0.01978042,0.876564783,1.636913643,1.406544865,2.711622504,0.6529313715,0.61399077,0.7038438295,8.49845054358175,-4.84571572794946,20.1885594016435,-0.914368582075185,-4.03515340440879,1.72398278505772,0.95,"median","qi","SG126","Angulus benedeni",6,"strict","January"
2,0.478511848,0.278481695,1.281261873,1.532215568,1.292786806,2.110993439,0.727378464,0.671098071,0.740383597,-9.82992684108581,-13.3534281174052,3.43075618785042,-5.23101267704018,-6.01065284309216,-1.72940535742656,0.95,"median","qi","SG126","Angulus benedeni",5,"strict","February"
3,-0.335199208,-0.335199208,-0.335199208,1.341919713,1.341919713,1.341919713,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,"median","qi","SG126","Angulus benedeni",0,"strict","March"
4,1.055225609,0.335243823,1.289501249,1.578803512,1.533789453,1.72776875,0.6606825525,0.62276241,0.685055323,6.42796428366191,-0.242525975193101,17.3843765570773,-1.4789355181026,-3.0000053102466,1.15932742369473,0.95,"median","qi","SG126","Angulus benedeni",8,"strict","April"
5,0.486445151,-0.520047617,1.346934007,1.0088110535,0.509822521,1.627657053,0.657131922,0.611076867,0.669380653,7.45283744881337,3.23668059029838,21.4172302266492,-1.84245821358758,-3.12986414933079,1.4610799950827,0.95,"median","qi","SG126","Angulus benedeni",7,"strict","May"
6,0.365872359,0.300929044,0.559561595,1.192901105,1.060746106,1.215550584,0.655346989,0.64257225,0.672490761,7.80970098201203,2.46209729753174,11.8484894015134,-1.55417240144884,-2.91849414802494,-0.600926512425478,0.95,"median","qi","SG126","Angulus benedeni",3,"strict","June"
7,0.872085819,0.619215083,1.131206074,0.836652605,0.767630382,0.907286841,0.64938644,0.630695218,0.658750337,9.54302751500828,6.82576545085526,14.93980254481,-1.51455600463289,-2.07704289916216,-0.297735380025353,0.95,"median","qi","SG126","Angulus benedeni",4,"strict","July"
8,0.662922084,0.474675025,0.690052924,0.9436112755,0.570392659,0.959485233,0.594784992,0.512734832,0.650538775,26.4956645381993,9.09748535241062,58.5900180906847,2.45073041702857,-1.4996899750205,9.91220654189177,0.95,"median","qi","SG126","Angulus benedeni",4,"strict","August"
9,0.124663823,0.117549985,0.14602239,1.917184761,1.61801732,1.938745158,0.682959393,0.623639499,0.692080347,0.526582783193447,-2.60337494680682,17.4247861855113,-2.54262762994409,-3.37777461556098,1.36387598885183,0.95,"median","qi","SG126","Angulus benedeni",7,"strict","September"
10,0.665276903,0.467677246,0.859397642,1.584076226,1.191495492,2.0977098055,0.667938336,0.639396089,0.6912526565,4.41091153357848,-2.11020411464017,12.3258448925907,-1.96236450431884,-3.49994869311782,0.00489481192640813,0.95,"median","qi","SG126","Angulus benedeni",14,"strict","October"
11,1.153484377,0.792884924,1.160439146,1.507125848,1.02105166,2.575775671,0.6015767525,0.599623431,0.603530074,24.106015993079,22.7422898094476,25.6553870126309,2.52889886220487,1.85991547817889,3.74161192855869,0.95,"median","qi","SG126","Angulus benedeni",2,"strict","November"
12,0.876833464,0.835438972,1.082030411,2.380915678,2.361150206,2.80098874,0.649349353,0.630912742,0.667207452,9.49671337015519,4.05968250060715,15.1807640802391,0.307437862767016,-1.22969946167689,1.32383202138297,0.95,"median","qi","SG126","Angulus benedeni",7,"strict","December"
2,0.933126307,0.92315881,0.94190666,2.139252916,1.956622965,2.234292226,0.6444695845,0.623849165,0.649553998,10.970785786132,9.54694673734191,16.8628508701564,0.183097433710201,-0.366556720345989,1.60043237883782,0.68,"median","qi","SG127","Angulus benedeni",6,"strict","February"
3,0.406049925,0.2395415,0.5008038915,2.376285705,2.2716668845,2.533090236,0.626949484,0.612736896,0.650413102,16.0362220295111,9.51514947377642,20.1464686268001,1.47974776789212,0.159575429985454,2.45018603865591,0.68,"median","qi","SG127","Angulus benedeni",4,"strict","March"
4,0.464356722,0.3844028605,0.5521244955,1.0229957195,0.920925409,1.06750639,0.635487416,0.613742617,0.645169006,13.5720606345476,10.0422068243954,20.527696818694,-0.439926082394604,-1.20425293553745,1.21235667003091,0.68,"median","qi","SG127","Angulus benedeni",6,"strict","April"
5,1.01922764,0.915763482,1.036849424,1.068946281,0.877739339,1.117035525,0.613273436,0.608889449,0.654028455,20.1884594392099,8.18691965470794,21.8457358670712,1.12825591413443,-1.58350136524052,1.42586630245425,0.68,"median","qi","SG127","Angulus benedeni",5,"strict","May"
6,0.613102555,0.562565709,0.615037415,0.830173117,0.787250807,1.791714387,0.65417535,0.651094355,0.656809898,8.15810075162187,7.00050499921389,9.47234078536954,-1.70009070250553,-2.12443194362329,-0.68565165945929,0.68,"median","qi","SG127","Angulus benedeni",7,"strict","June"
7,0.3300647615,0.0467486665,0.396778126,1.085430245,1.0615927905,1.132090827,0.647265335,0.640870176,0.654616718,9.97561332850358,7.80793557592985,11.9364663173089,-1.15013465924937,-1.66614515610802,-0.694586140147286,0.68,"median","qi","SG127","Angulus benedeni",17,"strict","July"
8,0.385325169,0.338161687,0.432488651,2.1287962565,2.051901415,2.205691098,0.591647318,0.591647318,0.591647318,27.4238839312813,26.7946523424055,28.1146612209807,3.87586023516252,3.72624935001789,4.03903594809614,0.68,"median","qi","SG127","Angulus benedeni",1,"strict","August"
2,0.933126307,0.376458794,1.085301607,2.139252916,1.840137089,2.490224263,0.6444695845,0.606825193,0.6763539395,10.970785786132,1.8750752570026,22.4550362756629,0.183097433710201,-2.18793216362229,2.90091376008681,0.95,"median","qi","SG127","Angulus benedeni",6,"strict","February"
3,0.406049925,0.13789799,0.530692943,2.376285705,2.182091785,2.674851046,0.626949484,0.600632786,0.671768242,16.0362220295111,3.34013949847911,24.4268415165346,1.47974776789212,-1.10207533683891,3.44300270209553,0.95,"median","qi","SG127","Angulus benedeni",4,"strict","March"
4,0.464356722,0.344981223,0.575280644,1.0229957195,0.743690226,1.09007937,0.635487416,0.595757612,0.6661977155,13.5720606345476,4.79755792561201,26.4594347061559,-0.439926082394604,-2.37742774280553,2.59452874042182,0.95,"median","qi","SG127","Angulus benedeni",6,"strict","April"
5,1.01922764,0.837441723,1.037760066,1.068946281,0.681204622,1.15920141,0.613273436,0.590860864,0.671527882,20.1884594392099,3.51234142407119,27.5070768734211,1.12825591413443,-2.61119791892339,2.58437970741483,0.95,"median","qi","SG127","Angulus benedeni",5,"strict","May"
6,0.613102555,0.541317029,0.856213391,0.830173117,0.711675082,2.004351387,0.65417535,0.642072359,0.662561575,8.15810075162187,5.10070920763188,12.0777784803671,-1.70009070250553,-2.58581036070155,-0.0714413156871406,0.95,"median","qi","SG127","Angulus benedeni",7,"strict","June"
7,0.3300647615,-0.105069921,0.6073297795,1.085430245,0.9949495125,1.241265858,0.647265335,0.631991792,0.662801871,9.97561332850358,5.94848796758137,14.3881215867422,-1.15013465924937,-2.09422585444881,-0.128328595431,0.95,"median","qi","SG127","Angulus benedeni",17,"strict","July"
8,0.385325169,0.338161687,0.432488651,2.1287962565,2.051901415,2.205691098,0.591647318,0.591647318,0.591647318,27.4238839312813,26.2593653759152,28.8352041043706,3.87586023516252,3.59604952202157,4.20776949060543,0.95,"median","qi","SG127","Angulus benedeni",1,"strict","August"
